Frame_No,LH_Hand_X,LH_Hand_Y,LH_Hand_Z,LH_Elbow_X,LH_Elbow_Y,LH_Elbow_Z,LH_Shoulder_X,LH_Shoulder_Y,LH_Shoulder_Z,RH_Hand_X,RH_Hand_Y,RH_Hand_Z,RH_Elbow_X,RH_Elbow_Y,RH_Elbow_Z,RH_Shoulder_X,RH_Shoulder_Y,RH_Shoulder_Z,Torso_X,Torso_Y,Torso_Z
241,       749,       629,      799,      763,      471,      993,      790,      389,      1242,      976,      610,      799,      1052,      443,      1041,      1048,      393,      1234,      897,      541,      1287,      
242,       748,       628,      807,      763,      471,      993,      790,      389,      1241,      975,      603,      808,      1052,      443,      1041,      1048,      393,      1234,      897,      541,      1287,      
243,       748,       628,      804,      763,      471,      992,      790,      389,      1241,      975,      601,      807,      1052,      443,      1042,      1048,      393,      1234,      897,      541,      1287,      
244,       748,       628,      804,      763,      471,      992,      790,      389,      1241,      975,      601,      807,      1052,      443,      1042,      1048,      393,      1234,      897,      541,      1287,      
245,       744,       620,      800,      746,      477,      994,      791,      389,      1240,      979,      602,      806,      1049,      446,      1041,      1048,      393,      1234,      897,      541,      1287,      
246,       755,       589,      826,      755,      442,      1007,      791,      389,      1240,      976,      599,      809,      1050,      445,      1043,      1048,      393,      1235,      897,      541,      1287,      
247,       755,       589,      826,      755,      442,      1007,      791,      389,      1240,      976,      599,      809,      1050,      445,      1043,      1048,      393,      1235,      897,      541,      1287,      
248,       741,       617,      796,      742,      476,      993,      791,      389,      1240,      981,      598,      810,      1050,      445,      1043,      1048,      393,      1235,      897,      541,      1287,      
249,       739,       614,      794,      759,      471,      991,      791,      389,      1240,      988,      602,      802,      1050,      445,      1043,      1048,      393,      1235,      897,      541,      1287,      
250,       739,       612,      796,      754,      442,      1002,      791,      390,      1240,      985,      604,      795,      1050,      445,      1044,      1048,      394,      1235,      897,      541,      1288,      
251,       736,       612,      797,      757,      472,      991,      791,      390,      1240,      992,      597,      805,      1050,      445,      1044,      1048,      394,      1235,      897,      542,      1288,      
252,       736,       609,      791,      757,      472,      991,      791,      390,      1240,      992,      596,      800,      1051,      446,      1044,      1048,      394,      1235,      897,      542,      1288,      
253,       734,       606,      788,      753,      462,      987,      791,      390,      1240,      991,      601,      793,      1052,      446,      1044,      1048,      394,      1235,      897,      542,      1288,      
254,       734,       606,      788,      753,      462,      987,      791,      390,      1240,      991,      601,      793,      1052,      446,      1044,      1048,      394,      1235,      897,      542,      1288,      
255,       728,       600,      787,      753,      462,      987,      791,      390,      1240,      992,      597,      802,      1052,      446,      1044,      1048,      394,      1235,      897,      542,      1288,      
256,       722,       600,      790,      753,      462,      987,      791,      390,      1240,      994,      597,      799,      1053,      446,      1044,      1048,      394,      1235,      897,      542,      1288,      
257,       722,       600,      790,      753,      462,      987,      791,      390,      1240,      994,      597,      799,      1053,      446,      1044,      1048,      394,      1235,      897,      542,      1288,      
258,       722,       600,      790,      753,      462,      987,      791,      390,      1240,      994,      597,      799,      1053,      446,      1044,      1048,      394,      1235,      897,      542,      1288,      
259,       722,       600,      790,      753,      462,      987,      791,      390,      1240,      994,      597,      799,      1053,      446,      1044,      1048,      394,      1235,      897,      542,      1288,      
260,       707,       605,      795,      749,      462,      987,      792,      390,      1240,      1010,      604,      801,      1055,      448,      1045,      1048,      394,      1236,      897,      542,      1288,      
261,       707,       611,      794,      749,      463,      987,      792,      390,      1240,      1015,      603,      799,      1057,      451,      1046,      1048,      394,      1236,      897,      542,      1288,      
262,       706,       628,      803,      746,      464,      988,      792,      390,      1240,      1006,      604,      804,      1059,      454,      1048,      1048,      394,      1236,      897,      543,      1288,      
263,       706,       628,      803,      746,      464,      988,      792,      390,      1240,      1006,      604,      804,      1059,      454,      1048,      1048,      394,      1236,      897,      543,      1288,      
264,       706,       634,      806,      745,      465,      988,      792,      390,      1240,      1004,      602,      805,      1061,      455,      1048,      1048,      394,      1236,      897,      543,      1288,      
265,       700,       634,      809,      743,      466,      988,      792,      390,      1240,      1002,      602,      805,      1062,      456,      1049,      1048,      394,      1236,      897,      543,      1288,      
266,       692,       631,      801,      741,      467,      989,      792,      390,      1240,      1012,      602,      804,      1063,      456,      1049,      1048,      394,      1236,      897,      543,      1288,      
267,       686,       631,      802,      739,      467,      989,      791,      390,      1240,      1015,      602,      806,      1064,      455,      1048,      1048,      394,      1236,      897,      543,      1288,      
268,       684,       631,      801,      738,      468,      989,      791,      390,      1240,      1020,      603,      806,      1065,      454,      1048,      1048,      394,      1236,      897,      544,      1287,      
269,       681,       628,      800,      736,      468,      989,      791,      390,      1240,      1029,      606,      799,      1065,      453,      1047,      1048,      394,      1236,      897,      544,      1287,      
270,       681,       628,      796,      735,      468,      989,      791,      390,      1240,      1017,      604,      806,      1065,      452,      1047,      1048,      394,      1236,      897,      544,      1287,      
271,       678,       628,      796,      734,      468,      989,      791,      390,      1240,      1016,      604,      809,      1066,      451,      1047,      1048,      394,      1236,      897,      544,      1287,      
272,       684,       625,      800,      734,      468,      989,      791,      390,      1239,      1024,      605,      803,      1066,      450,      1046,      1048,      394,      1236,      897,      544,      1287,      
273,       681,       625,      798,      733,      468,      989,      791,      390,      1239,      1020,      603,      806,      1066,      449,      1046,      1048,      394,      1236,      897,      544,      1287,      
274,       681,       625,      799,      733,      468,      989,      791,      390,      1239,      1023,      605,      803,      1067,      449,      1046,      1048,      394,      1236,      897,      544,      1287,      
275,       681,       625,      798,      733,      468,      989,      791,      390,      1239,      1023,      604,      805,      1067,      448,      1045,      1047,      394,      1236,      897,      544,      1287,      
276,       681,       625,      797,      733,      468,      989,      791,      390,      1239,      1022,      604,      805,      1067,      448,      1045,      1047,      394,      1236,      897,      544,      1287,      
277,       682,       619,      793,      732,      468,      988,      791,      391,      1239,      1020,      604,      807,      1068,      450,      1046,      1047,      394,      1236,      897,      544,      1287,      
278,       678,       616,      797,      732,      468,      988,      791,      391,      1239,      1030,      607,      803,      1067,      449,      1042,      1047,      394,      1236,      896,      544,      1287,      
279,       678,       616,      797,      732,      468,      988,      791,      391,      1239,      1030,      607,      803,      1067,      449,      1042,      1047,      394,      1236,      896,      544,      1287,      
280,       679,       616,      794,      732,      468,      988,      791,      391,      1239,      1032,      607,      801,      1067,      448,      1043,      1047,      394,      1236,      896,      544,      1287,      
281,       679,       616,      794,      732,      468,      988,      791,      391,      1239,      1032,      607,      801,      1067,      448,      1043,      1047,      394,      1236,      896,      544,      1287,      
282,       679,       616,      794,      732,      468,      988,      791,      391,      1239,      1032,      607,      801,      1067,      448,      1043,      1047,      394,      1236,      896,      544,      1287,      
283,       679,       619,      793,      729,      468,      988,      790,      391,      1239,      1026,      605,      807,      1068,      447,      1043,      1047,      394,      1236,      896,      544,      1287,      
284,       679,       619,      793,      729,      468,      988,      790,      391,      1239,      1032,      607,      805,      1068,      447,      1043,      1047,      394,      1236,      896,      544,      1287,      
285,       679,       619,      793,      729,      468,      988,      790,      391,      1239,      1032,      607,      805,      1068,      447,      1043,      1047,      394,      1236,      896,      544,      1287,      
286,       681,       619,      794,      729,      468,      988,      790,      391,      1239,      1028,      606,      807,      1068,      445,      1043,      1047,      394,      1236,      896,      544,      1287,      
287,       684,       631,      798,      729,      468,      988,      790,      391,      1238,      1029,      606,      807,      1068,      446,      1044,      1047,      394,      1236,      896,      544,      1287,      
288,       684,       631,      798,      729,      468,      988,      790,      391,      1238,      1029,      606,      807,      1068,      446,      1044,      1047,      394,      1236,      896,      544,      1287,      
289,       683,       636,      806,      729,      469,      988,      790,      391,      1238,      1036,      606,      805,      1068,      446,      1044,      1047,      394,      1236,      896,      544,      1287,      
290,       683,       636,      802,      730,      469,      988,      790,      391,      1238,      1030,      604,      808,      1069,      446,      1044,      1047,      394,      1236,      896,      544,      1287,      
291,       683,       636,      802,      730,      469,      988,      790,      391,      1238,      1034,      605,      807,      1069,      446,      1044,      1047,      394,      1236,      896,      544,      1287,      
292,       683,       639,      807,      730,      470,      988,      790,      391,      1238,      1038,      607,      801,      1070,      448,      1045,      1047,      394,      1236,      896,      544,      1287,      
293,       683,       639,      806,      730,      470,      988,      790,      391,      1238,      1038,      607,      800,      1071,      448,      1045,      1047,      394,      1236,      896,      545,      1287,      
294,       683,       639,      806,      730,      470,      988,      790,      391,      1238,      1043,      608,      802,      1073,      452,      1047,      1047,      394,      1236,      896,      545,      1287,      
295,       681,       638,      808,      730,      470,      988,      790,      391,      1238,      1053,      605,      803,      1081,      458,      1045,      1047,      394,      1236,      896,      545,      1287,      
296,       677,       642,      805,      730,      470,      988,      790,      391,      1238,      1062,      605,      798,      1085,      458,      1048,      1047,      394,      1236,      896,      545,      1287,      
297,       678,       639,      802,      729,      471,      989,      790,      391,      1238,      1091,      602,      793,      1093,      458,      1047,      1047,      394,      1236,      896,      545,      1286,      
298,       678,       639,      802,      729,      471,      989,      790,      391,      1238,      1091,      602,      793,      1093,      458,      1047,      1047,      394,      1236,      896,      545,      1286,      
299,       675,       641,      810,      729,      471,      989,      789,      391,      1238,      1092,      592,      807,      1107,      458,      1037,      1046,      394,      1236,      896,      545,      1286,      
300,       675,       641,      810,      729,      471,      989,      789,      391,      1238,      1092,      592,      807,      1107,      458,      1037,      1046,      394,      1236,      896,      545,      1286,      
301,       675,       641,      810,      729,      472,      989,      789,      391,      1238,      1102,      587,      807,      1115,      459,      1029,      1046,      395,      1236,      896,      546,      1286,      
302,       674,       642,      810,      729,      472,      989,      789,      391,      1238,      1117,      587,      805,      1122,      459,      1028,      1046,      395,      1236,      896,      546,      1286,      
303,       674,       645,      809,      729,      472,      989,      789,      391,      1238,      1123,      588,      807,      1125,      458,      1027,      1046,      395,      1236,      896,      546,      1286,      
304,       674,       642,      811,      740,      431,      1035,      789,      391,      1238,      1126,      588,      809,      1128,      454,      1027,      1047,      396,      1236,      896,      546,      1287,      
305,       671,       643,      812,      739,      431,      1035,      789,      391,      1238,      1142,      589,      808,      1130,      453,      1026,      1047,      396,      1236,      896,      546,      1287,      
306,       669,       643,      809,      739,      431,      1035,      789,      391,      1238,      1162,      592,      808,      1134,      452,      1026,      1047,      397,      1236,      897,      547,      1288,      
307,       687,       607,      839,      723,      476,      991,      789,      391,      1238,      1212,      609,      792,      1137,      450,      1026,      1047,      397,      1236,      897,      547,      1289,      
308,       687,       607,      839,      723,      476,      991,      789,      391,      1238,      1212,      609,      792,      1137,      450,      1026,      1047,      397,      1236,      897,      547,      1289,      
309,       685,       604,      841,      723,      476,      991,      789,      391,      1238,      1230,      611,      797,      1130,      449,      1050,      1048,      398,      1236,      897,      547,      1289,      
310,       685,       604,      841,      723,      476,      991,      789,      391,      1238,      1230,      611,      797,      1130,      449,      1050,      1048,      398,      1236,      897,      547,      1289,      
311,       685,       604,      841,      723,      476,      991,      789,      391,      1238,      1230,      611,      797,      1130,      449,      1050,      1048,      398,      1236,      897,      547,      1289,      
312,       667,       641,      815,      734,      436,      1036,      788,      391,      1237,      1288,      634,      815,      1148,      413,      1050,      1050,      400,      1237,      897,      548,      1290,      
313,       662,       642,      813,      730,      446,      1022,      788,      391,      1237,      1311,      646,      825,      1167,      475,      1044,      1051,      401,      1237,      898,      548,      1290,      
314,       662,       642,      813,      730,      446,      1022,      788,      391,      1237,      1311,      646,      825,      1167,      475,      1044,      1051,      401,      1237,      898,      548,      1290,      
315,       657,       642,      812,      729,      445,      1022,      788,      391,      1237,      1327,      648,      831,      1167,      475,      1044,      1051,      401,      1237,      898,      548,      1290,      
316,       656,       645,      814,      727,      444,      1022,      788,      391,      1237,      1332,      652,      834,      1168,      474,      1044,      1052,      401,      1238,      898,      548,      1291,      
317,       654,       645,      812,      727,      444,      1022,      788,      391,      1238,      1340,      652,      836,      1168,      476,      1050,      1052,      401,      1238,      898,      549,      1291,      
318,       669,       604,      849,      726,      444,      1023,      788,      391,      1238,      1336,      655,      834,      1168,      477,      1052,      1052,      401,      1238,      898,      549,      1291,      
319,       667,       606,      848,      725,      444,      1026,      788,      391,      1238,      1340,      655,      837,      1168,      477,      1052,      1053,      401,      1238,      899,      549,      1291,      
320,       670,       608,      849,      724,      443,      1029,      787,      391,      1238,      1320,      654,      831,      1166,      522,      1110,      1053,      401,      1238,      899,      549,      1292,      
321,       674,       605,      853,      724,      443,      1029,      787,      391,      1238,      1333,      655,      830,      1168,      480,      1058,      1053,      401,      1238,      899,      549,      1292,      
322,       654,       650,      812,      724,      445,      1027,      787,      392,      1238,      1333,      656,      831,      1168,      479,      1057,      1053,      402,      1238,      899,      549,      1292,      
323,       655,       649,      825,      724,      446,      1026,      787,      392,      1238,      1329,      654,      827,      1168,      479,      1056,      1054,      402,      1238,      900,      549,      1293,      
324,       655,       649,      825,      724,      446,      1026,      787,      392,      1238,      1329,      654,      827,      1168,      479,      1056,      1054,      402,      1238,      900,      549,      1293,      
325,       656,       649,      826,      724,      448,      1027,      790,      393,      1240,      1324,      654,      829,      1168,      479,      1054,      1053,      403,      1241,      900,      549,      1293,      
326,       674,       606,      856,      724,      448,      1027,      792,      395,      1239,      1321,      652,      825,      1169,      479,      1052,      1053,      403,      1242,      901,      550,      1294,      
327,       674,       606,      856,      724,      448,      1027,      792,      395,      1239,      1321,      652,      825,      1169,      479,      1052,      1053,      403,      1242,      901,      550,      1294,      
328,       674,       606,      856,      724,      448,      1027,      792,      395,      1239,      1321,      652,      825,      1169,      479,      1052,      1053,      403,      1242,      901,      550,      1294,      
329,       674,       606,      856,      724,      448,      1027,      792,      395,      1239,      1321,      652,      825,      1169,      479,      1052,      1053,      403,      1242,      901,      550,      1294,      
330,       674,       606,      856,      724,      448,      1027,      792,      395,      1239,      1321,      652,      825,      1169,      479,      1052,      1053,      403,      1242,      901,      550,      1294,      
331,       674,       606,      856,      724,      448,      1027,      792,      395,      1239,      1321,      652,      825,      1169,      479,      1052,      1053,      403,      1242,      901,      550,      1294,      
332,       674,       606,      856,      724,      448,      1027,      792,      395,      1239,      1321,      652,      825,      1169,      479,      1052,      1053,      403,      1242,      901,      550,      1294,      
333,       649,       650,      828,      727,      451,      1052,      798,      398,      1249,      1309,      653,      817,      1167,      470,      1038,      1053,      405,      1245,      906,      553,      1294,      
334,       649,       650,      829,      727,      451,      1053,      799,      398,      1249,      1296,      649,      815,      1193,      515,      1040,      1054,      406,      1245,      906,      553,      1294,      
335,       655,       650,      835,      729,      452,      1053,      800,      398,      1251,      1305,      649,      818,      1194,      515,      1040,      1054,      406,      1246,      907,      554,      1295,      
336,       655,       650,      835,      729,      452,      1053,      800,      398,      1251,      1305,      649,      818,      1194,      515,      1040,      1054,      406,      1246,      907,      554,      1295,      
337,       653,       651,      833,      729,      453,      1053,      801,      398,      1252,      1305,      649,      818,      1191,      515,      1037,      1055,      406,      1246,      908,      554,      1295,      
338,       657,       652,      833,      729,      453,      1052,      801,      399,      1252,      1306,      650,      816,      1192,      515,      1038,      1055,      406,      1246,      908,      554,      1295,      
339,       657,       653,      838,      729,      453,      1051,      802,      399,      1253,      1290,      641,      821,      1167,      567,      1118,      1055,      407,      1247,      909,      554,      1296,      
340,       658,       653,      834,      730,      453,      1051,      803,      398,      1253,      1306,      649,      817,      1167,      521,      1108,      1056,      407,      1247,      909,      554,      1296,      
341,       658,       653,      830,      730,      453,      1050,      803,      399,      1253,      1305,      648,      817,      1168,      521,      1108,      1056,      407,      1247,      909,      554,      1296,      
342,       658,       653,      830,      730,      453,      1050,      803,      399,      1253,      1305,      648,      817,      1168,      521,      1108,      1056,      407,      1247,      909,      554,      1296,      
343,       658,       653,      830,      730,      453,      1049,      803,      399,      1253,      1306,      647,      818,      1167,      521,      1108,      1056,      407,      1247,      910,      554,      1296,      
344,       657,       653,      836,      730,      453,      1049,      804,      399,      1253,      1309,      648,      819,      1167,      521,      1108,      1056,      407,      1247,      910,      554,      1297,      
345,       658,       650,      832,      730,      453,      1048,      804,      399,      1253,      1307,      646,      819,      1167,      521,      1108,      1057,      407,      1247,      910,      554,      1297,      
346,       659,       651,      834,      730,      452,      1046,      804,      399,      1254,      1306,      649,      816,      1167,      521,      1108,      1057,      408,      1247,      910,      554,      1297,      
347,       658,       650,      830,      730,      452,      1047,      804,      399,      1254,      1304,      648,      818,      1167,      521,      1108,      1057,      408,      1248,      910,      554,      1297,      
348,       658,       650,      830,      730,      452,      1047,      804,      399,      1254,      1304,      648,      818,      1167,      521,      1108,      1057,      408,      1248,      910,      554,      1297,      
349,       658,       650,      830,      730,      452,      1047,      804,      399,      1254,      1304,      648,      818,      1167,      521,      1108,      1057,      408,      1248,      910,      554,      1297,      
350,       658,       647,      829,      730,      453,      1046,      804,      399,      1254,      1267,      628,      816,      1163,      578,      1155,      1057,      408,      1247,      911,      554,      1298,      
351,       657,       649,      832,      730,      453,      1046,      804,      399,      1254,      1283,      636,      809,      1154,      574,      1149,      1057,      408,      1247,      911,      554,      1298,      
352,       657,       649,      831,      730,      453,      1046,      804,      399,      1254,      1273,      635,      805,      1151,      573,      1142,      1056,      408,      1247,      911,      554,      1298,      
353,       658,       647,      832,      730,      453,      1046,      804,      399,      1254,      1251,      622,      808,      1163,      594,      1115,      1056,      408,      1247,      911,      554,      1298,      
354,       658,       647,      832,      730,      453,      1046,      804,      399,      1254,      1251,      622,      808,      1163,      594,      1115,      1056,      408,      1247,      911,      554,      1298,      
355,       655,       647,      835,      730,      453,      1046,      804,      399,      1254,      1253,      624,      804,      1161,      591,      1106,      1055,      408,      1246,      910,      554,      1298,      
356,       652,       647,      832,      730,      454,      1046,      804,      399,      1254,      1242,      620,      802,      1160,      590,      1104,      1055,      407,      1246,      910,      554,      1298,      
357,       653,       645,      824,      717,      488,      1012,      804,      399,      1254,      1251,      623,      798,      1154,      581,      1082,      1054,      407,      1245,      911,      555,      1297,      
358,       654,       644,      832,      730,      452,      1055,      804,      399,      1254,      1242,      621,      787,      1152,      580,      1080,      1052,      406,      1244,      910,      555,      1296,      
359,       664,       640,      832,      730,      452,      1055,      804,      399,      1254,      1224,      610,      796,      1148,      581,      1080,      1051,      406,      1243,      910,      555,      1296,      
360,       654,       644,      828,      730,      453,      1055,      804,      399,      1254,      1170,      584,      811,      1144,      580,      1078,      1049,      404,      1241,      910,      556,      1295,      
361,       656,       644,      827,      730,      453,      1053,      798,      398,      1250,      1153,      576,      817,      1141,      581,      1077,      1049,      403,      1239,      909,      555,      1294,      
362,       658,       645,      826,      730,      454,      1052,      796,      397,      1248,      1177,      622,      772,      1135,      458,      1009,      1050,      402,      1238,      908,      554,      1294,      
363,       673,       641,      828,      731,      453,      1051,      795,      397,      1248,      1145,      625,      777,      1131,      458,      1014,      1050,      401,      1237,      907,      553,      1293,      
364,       664,       645,      824,      731,      453,      1050,      794,      397,      1247,      1124,      599,      800,      1117,      463,      1038,      1050,      400,      1236,      907,      552,      1293,      
365,       667,       645,      826,      732,      449,      1052,      794,      396,      1247,      1095,      608,      798,      1114,      463,      1039,      1050,      399,      1236,      906,      552,      1293,      
366,       667,       645,      822,      733,      449,      1052,      793,      396,      1247,      1084,      611,      797,      1109,      463,      1043,      1050,      398,      1236,      905,      551,      1292,      
367,       667,       645,      828,      733,      448,      1052,      793,      396,      1246,      1066,      614,      800,      1099,      464,      1041,      1050,      398,      1236,      905,      551,      1292,      
368,       667,       645,      828,      733,      448,      1052,      793,      396,      1246,      1066,      614,      800,      1099,      464,      1041,      1050,      398,      1236,      905,      551,      1292,      
369,       664,       648,      824,      734,      447,      1053,      793,      395,      1246,      1048,      617,      801,      1092,      466,      1039,      1050,      397,      1235,      905,      550,      1292,      
370,       668,       646,      825,      735,      445,      1054,      793,      395,      1246,      1034,      617,      802,      1085,      464,      1040,      1050,      396,      1235,      904,      549,      1291,      
371,       667,       648,      827,      734,      447,      1050,      793,      395,      1246,      1032,      624,      799,      1080,      463,      1039,      1050,      396,      1235,      904,      548,      1291,      
372,       675,       645,      827,      735,      445,      1052,      793,      395,      1246,      1010,      625,      803,      1072,      460,      1045,      1051,      395,      1235,      903,      547,      1291,      
373,       667,       648,      827,      735,      445,      1052,      792,      395,      1246,      1000,      625,      807,      1070,      460,      1047,      1051,      395,      1235,      903,      547,      1290,      
374,       667,       648,      827,      735,      445,      1052,      792,      395,      1246,      1000,      625,      807,      1070,      460,      1047,      1051,      395,      1235,      903,      547,      1290,      
375,       669,       647,      827,      735,      445,      1051,      792,      395,      1246,      994,      625,      805,      1067,      460,      1049,      1051,      394,      1234,      903,      546,      1290,      
376,       670,       645,      825,      735,      445,      1051,      792,      395,      1246,      995,      625,      805,      1066,      460,      1049,      1052,      394,      1234,      903,      546,      1290,      
377,       670,       645,      825,      735,      445,      1051,      792,      395,      1246,      995,      625,      805,      1066,      460,      1049,      1052,      394,      1234,      903,      546,      1290,      
378,       667,       645,      822,      735,      445,      1052,      792,      395,      1246,      995,      625,      804,      1066,      460,      1049,      1052,      394,      1234,      903,      546,      1290,      
379,       670,       645,      826,      735,      445,      1052,      792,      395,      1246,      1003,      628,      800,      1064,      457,      1047,      1052,      394,      1234,      903,      546,      1290,      
380,       670,       645,      827,      735,      445,      1051,      792,      395,      1246,      996,      624,      803,      1064,      457,      1047,      1052,      394,      1234,      903,      546,      1289,      
381,       678,       642,      825,      736,      445,      1051,      792,      395,      1245,      1000,      625,      802,      1064,      457,      1047,      1052,      394,      1234,      903,      545,      1289,      
382,       680,       640,      827,      736,      445,      1051,      792,      395,      1245,      1002,      625,      803,      1063,      457,      1044,      1052,      393,      1234,      903,      545,      1289,      
383,       673,       645,      823,      736,      445,      1050,      792,      395,      1245,      1006,      627,      801,      1063,      457,      1045,      1052,      393,      1234,      902,      545,      1289,      
384,       676,       645,      819,      737,      446,      1049,      792,      395,      1245,      1005,      625,      802,      1063,      457,      1046,      1052,      393,      1234,      902,      545,      1289,      
385,       676,       645,      819,      737,      446,      1049,      792,      395,      1245,      1005,      625,      802,      1063,      457,      1046,      1052,      393,      1234,      902,      545,      1289,      
386,       682,       642,      823,      738,      446,      1048,      792,      395,      1245,      1008,      625,      803,      1063,      458,      1042,      1052,      393,      1234,      902,      545,      1289,      
387,       682,       642,      823,      738,      446,      1048,      792,      395,      1245,      1008,      625,      803,      1063,      458,      1042,      1052,      393,      1234,      902,      545,      1289,      
388,       683,       641,      822,      738,      446,      1047,      792,      395,      1245,      1010,      626,      802,      1063,      457,      1044,      1052,      393,      1234,      902,      545,      1289,      
389,       685,       641,      824,      739,      446,      1046,      792,      395,      1245,      1014,      626,      802,      1064,      458,      1043,      1052,      393,      1234,      902,      544,      1289,      
390,       689,       641,      822,      739,      446,      1046,      792,      394,      1245,      1019,      627,      803,      1064,      458,      1044,      1052,      393,      1234,      902,      544,      1289,      
391,       688,       641,      822,      739,      446,      1046,      792,      394,      1245,      1020,      626,      803,      1065,      458,      1046,      1052,      393,      1234,      902,      544,      1289,      
392,       688,       641,      823,      739,      446,      1046,      792,      394,      1245,      1020,      626,      801,      1065,      458,      1046,      1052,      393,      1234,      902,      544,      1289,      
393,       689,       644,      822,      743,      445,      1042,      792,      394,      1245,      1022,      627,      801,      1066,      458,      1047,      1052,      393,      1234,      902,      544,      1289,      
394,       690,       645,      823,      743,      445,      1042,      792,      394,      1245,      1024,      627,      802,      1066,      458,      1047,      1052,      393,      1234,      902,      544,      1289,      
395,       690,       645,      820,      742,      446,      1040,      792,      394,      1245,      1024,      627,      801,      1067,      458,      1047,      1052,      393,      1234,      902,      544,      1289,      
396,       690,       645,      820,      742,      446,      1040,      792,      394,      1245,      1024,      627,      801,      1067,      458,      1047,      1052,      393,      1234,      902,      544,      1289,      
397,       693,       645,      820,      743,      437,      1051,      792,      394,      1245,      1024,      627,      801,      1068,      458,      1043,      1052,      393,      1234,      902,      544,      1289,      
398,       693,       645,      819,      744,      437,      1051,      792,      394,      1245,      1017,      624,      803,      1068,      459,      1042,      1052,      393,      1234,      902,      544,      1289,      
399,       693,       645,      819,      744,      437,      1051,      792,      394,      1245,      1017,      624,      803,      1068,      459,      1042,      1052,      393,      1234,      902,      544,      1289,      
400,       693,       642,      821,      744,      438,      1050,      792,      394,      1245,      1023,      626,      802,      1068,      458,      1042,      1052,      393,      1234,      902,      544,      1289,      
401,       693,       642,      821,      744,      438,      1050,      792,      394,      1245,      1023,      626,      802,      1068,      458,      1042,      1052,      393,      1234,      902,      544,      1289,      
402,       693,       641,      826,      743,      436,      1051,      792,      394,      1244,      1023,      628,      800,      1069,      459,      1039,      1052,      393,      1234,      902,      544,      1289,      
403,       691,       641,      821,      742,      436,      1051,      792,      394,      1244,      1019,      626,      801,      1069,      459,      1039,      1052,      393,      1234,      902,      544,      1289,      
404,       693,       642,      822,      742,      436,      1051,      792,      394,      1244,      1023,      627,      801,      1069,      459,      1038,      1052,      393,      1234,      902,      544,      1289,      
405,       693,       642,      822,      742,      436,      1051,      792,      394,      1244,      1023,      627,      801,      1069,      459,      1038,      1052,      393,      1234,      902,      544,      1289,      
406,       693,       642,      823,      743,      436,      1051,      792,      394,      1244,      1023,      628,      801,      1069,      459,      1038,      1052,      393,      1234,      902,      544,      1289,      
407,       691,       645,      816,      730,      481,      998,      792,      394,      1244,      1019,      626,      800,      1069,      459,      1038,      1052,      393,      1234,      902,      544,      1289,      
408,       691,       645,      816,      730,      481,      998,      792,      394,      1244,      1019,      626,      800,      1069,      459,      1038,      1052,      393,      1234,      902,      544,      1289,      
409,       694,       643,      819,      741,      433,      1050,      792,      394,      1244,      1017,      624,      802,      1069,      459,      1038,      1052,      393,      1235,      902,      544,      1289,      
410,       694,       643,      820,      743,      434,      1050,      792,      394,      1244,      1018,      626,      804,      1069,      459,      1041,      1052,      393,      1235,      902,      544,      1289,      
411,       694,       643,      820,      742,      434,      1050,      792,      394,      1244,      1023,      626,      800,      1069,      457,      1038,      1052,      393,      1235,      902,      544,      1289,      
412,       694,       643,      820,      742,      434,      1050,      792,      394,      1244,      1017,      626,      803,      1069,      457,      1042,      1052,      393,      1235,      902,      544,      1289,      
413,       694,       643,      820,      742,      434,      1050,      792,      393,      1244,      1014,      623,      804,      1069,      457,      1042,      1052,      393,      1235,      902,      544,      1289,      
414,       694,       643,      820,      742,      434,      1050,      792,      393,      1244,      1014,      623,      804,      1069,      457,      1042,      1052,      393,      1235,      902,      544,      1289,      
415,       691,       643,      820,      742,      434,      1050,      792,      393,      1244,      1018,      624,      801,      1070,      457,      1043,      1052,      393,      1235,      902,      544,      1289,      
416,       688,       645,      818,      742,      435,      1050,      792,      393,      1244,      1015,      623,      805,      1070,      458,      1043,      1052,      393,      1235,      902,      544,      1289,      
417,       688,       645,      818,      742,      435,      1050,      792,      393,      1244,      1015,      623,      805,      1070,      458,      1043,      1052,      393,      1235,      902,      544,      1289,      
418,       684,       645,      824,      742,      440,      1047,      792,      393,      1244,      1022,      627,      803,      1069,      457,      1043,      1052,      393,      1235,      901,      544,      1289,      
419,       689,       641,      825,      742,      441,      1047,      792,      393,      1244,      1024,      627,      801,      1070,      458,      1042,      1052,      392,      1235,      901,      544,      1289,      
420,       689,       641,      825,      742,      441,      1047,      792,      393,      1244,      1024,      627,      801,      1070,      458,      1042,      1052,      392,      1235,      901,      544,      1289,      
421,       651,       640,      823,      734,      445,      1055,      792,      394,      1244,      1022,      625,      803,      1070,      458,      1037,      1052,      392,      1235,      901,      544,      1289,      
422,       636,       636,      818,      706,      492,      1007,      792,      394,      1244,      1026,      627,      802,      1070,      458,      1037,      1052,      393,      1235,      901,      544,      1289,      
423,       636,       636,      818,      706,      492,      1007,      792,      394,      1244,      1026,      627,      802,      1070,      458,      1037,      1052,      393,      1235,      901,      544,      1289,      
424,       616,       635,      819,      699,      487,      1007,      793,      396,      1247,      1030,      625,      804,      1071,      458,      1035,      1047,      390,      1237,      902,      544,      1290,      
