Frame_No,LH_Hand_X,LH_Hand_Y,LH_Hand_Z,LH_Elbow_X,LH_Elbow_Y,LH_Elbow_Z,LH_Shoulder_X,LH_Shoulder_Y,LH_Shoulder_Z,RH_Hand_X,RH_Hand_Y,RH_Hand_Z,RH_Elbow_X,RH_Elbow_Y,RH_Elbow_Z,RH_Shoulder_X,RH_Shoulder_Y,RH_Shoulder_Z,Torso_X,Torso_Y,Torso_Z
425,       577,       617,      832,      697,      476,      1093,      793,      398,      1253,      1031,      626,      803,      1072,      461,      1037,      1043,      389,      1239,      903,      545,      1292,      
426,       553,       609,      838,      696,      475,      1096,      793,      399,      1258,      1035,      626,      804,      1072,      462,      1036,      1041,      389,      1239,      903,      546,      1292,      
427,       530,       605,      845,      688,      474,      1102,      792,      399,      1262,      1036,      622,      806,      1073,      462,      1036,      1040,      388,      1240,      903,      546,      1293,      
428,       506,       613,      847,      675,      478,      1102,      791,      400,      1266,      1038,      624,      803,      1073,      460,      1045,      1040,      388,      1240,      903,      546,      1293,      
429,       506,       613,      847,      675,      478,      1102,      791,      400,      1266,      1038,      624,      803,      1073,      460,      1045,      1040,      388,      1240,      903,      546,      1293,      
430,       470,       622,      845,      666,      481,      1105,      790,      401,      1269,      1042,      624,      802,      1074,      459,      1049,      1039,      388,      1240,      903,      546,      1294,      
431,       433,       633,      865,      650,      485,      1112,      786,      401,      1276,      1046,      622,      802,      1075,      459,      1050,      1038,      387,      1241,      904,      545,      1295,      
432,       417,       639,      877,      644,      488,      1117,      785,      402,      1278,      1049,      622,      801,      1076,      459,      1054,      1038,      387,      1241,      904,      545,      1296,      
433,       412,       641,      889,      638,      490,      1122,      783,      400,      1273,      1049,      623,      801,      1078,      461,      1048,      1041,      389,      1239,      904,      545,      1295,      
434,       404,       648,      903,      633,      495,      1137,      781,      402,      1279,      1053,      622,      800,      1079,      461,      1051,      1040,      389,      1239,      904,      545,      1295,      
435,       400,       652,      918,      631,      496,      1141,      780,      403,      1283,      1055,      622,      802,      1080,      462,      1048,      1040,      388,      1240,      904,      545,      1295,      
436,       393,       658,      926,      630,      497,      1145,      780,      404,      1285,      1048,      617,      806,      1082,      462,      1052,      1039,      388,      1240,      904,      545,      1296,      
437,       399,       652,      933,      629,      498,      1149,      779,      404,      1287,      1058,      621,      801,      1083,      464,      1047,      1038,      388,      1240,      904,      545,      1296,      
438,       399,       652,      933,      629,      498,      1149,      779,      404,      1287,      1058,      621,      801,      1083,      464,      1047,      1038,      388,      1240,      904,      545,      1296,      
439,       398,       653,      937,      627,      499,      1152,      779,      405,      1288,      1058,      619,      803,      1083,      465,      1046,      1038,      388,      1240,      904,      545,      1296,      
440,       395,       655,      941,      627,      500,      1153,      779,      405,      1290,      1053,      621,      804,      1083,      465,      1046,      1037,      388,      1240,      904,      545,      1296,      
441,       396,       654,      945,      627,      500,      1154,      778,      405,      1291,      1057,      623,      802,      1084,      466,      1044,      1037,      388,      1240,      904,      545,      1296,      
442,       392,       659,      944,      626,      500,      1155,      778,      406,      1292,      1058,      622,      801,      1084,      465,      1043,      1037,      387,      1240,      905,      545,      1296,      
443,       396,       654,      948,      626,      500,      1156,      778,      406,      1292,      1058,      623,      800,      1084,      466,      1042,      1037,      387,      1240,      905,      545,      1296,      
444,       393,       660,      942,      626,      500,      1156,      778,      406,      1293,      1057,      621,      799,      1084,      464,      1048,      1036,      387,      1240,      905,      545,      1297,      
445,       398,       654,      945,      627,      501,      1156,      778,      406,      1293,      1052,      618,      802,      1084,      462,      1051,      1036,      387,      1240,      905,      545,      1297,      
446,       392,       664,      942,      627,      501,      1156,      778,      406,      1293,      1063,      624,      800,      1084,      462,      1049,      1036,      387,      1240,      905,      545,      1297,      
447,       399,       657,      944,      627,      501,      1156,      778,      406,      1293,      1051,      618,      804,      1085,      463,      1047,      1036,      387,      1240,      905,      545,      1297,      
448,       400,       656,      947,      627,      501,      1156,      778,      406,      1293,      1046,      617,      803,      1084,      461,      1051,      1036,      387,      1240,      905,      545,      1297,      
449,       400,       656,      947,      627,      501,      1156,      778,      406,      1293,      1046,      617,      803,      1084,      461,      1051,      1036,      387,      1240,      905,      545,      1297,      
450,       401,       656,      947,      628,      502,      1156,      778,      406,      1294,      1055,      617,      802,      1084,      461,      1053,      1036,      387,      1241,      905,      545,      1297,      
451,       401,       659,      945,      628,      502,      1156,      779,      406,      1294,      1051,      616,      805,      1084,      461,      1050,      1036,      387,      1241,      905,      545,      1297,      
452,       404,       659,      943,      628,      503,      1155,      779,      406,      1294,      1055,      622,      801,      1085,      462,      1047,      1036,      387,      1241,      905,      545,      1298,      
453,       404,       659,      944,      628,      503,      1154,      779,      406,      1294,      1055,      619,      806,      1085,      463,      1047,      1036,      387,      1241,      905,      545,      1298,      
454,       404,       659,      944,      628,      503,      1154,      779,      406,      1294,      1055,      619,      806,      1085,      463,      1047,      1036,      387,      1241,      905,      545,      1298,      
455,       404,       659,      944,      628,      503,      1154,      779,      406,      1294,      1055,      619,      806,      1085,      463,      1047,      1036,      387,      1241,      905,      545,      1298,      
456,       405,       670,      931,      630,      506,      1151,      779,      406,      1294,      1062,      619,      812,      1087,      467,      1058,      1035,      388,      1242,      905,      546,      1298,      
457,       410,       668,      924,      631,      506,      1150,      780,      406,      1294,      1059,      618,      814,      1087,      468,      1060,      1035,      388,      1242,      905,      546,      1299,      
458,       420,       668,      917,      634,      506,      1144,      780,      406,      1294,      1060,      618,      814,      1087,      469,      1061,      1035,      388,      1243,      905,      546,      1299,      
459,       427,       664,      908,      636,      506,      1140,      780,      406,      1294,      1061,      619,      815,      1087,      469,      1062,      1035,      389,      1243,      905,      546,      1300,      
460,       427,       664,      908,      636,      506,      1140,      780,      406,      1294,      1061,      619,      815,      1087,      469,      1062,      1035,      389,      1243,      905,      546,      1300,      
461,       458,       651,      877,      644,      503,      1130,      782,      406,      1292,      1065,      623,      814,      1086,      471,      1055,      1035,      389,      1244,      905,      546,      1300,      
462,       473,       645,      863,      648,      500,      1125,      783,      406,      1291,      1056,      622,      816,      1086,      471,      1054,      1035,      389,      1244,      905,      547,      1301,      
463,       493,       636,      857,      655,      498,      1122,      785,      406,      1288,      1053,      624,      816,      1085,      471,      1054,      1035,      389,      1245,      905,      548,      1301,      
464,       507,       633,      850,      662,      495,      1117,      786,      406,      1286,      1050,      622,      818,      1085,      471,      1053,      1035,      389,      1245,      905,      548,      1301,      
465,       531,       631,      841,      672,      492,      1112,      788,      406,      1283,      1044,      624,      817,      1084,      471,      1051,      1035,      389,      1245,      905,      548,      1301,      
466,       545,       630,      839,      684,      487,      1110,      789,      406,      1280,      1041,      623,      816,      1083,      471,      1050,      1035,      389,      1245,      905,      548,      1301,      
467,       577,       630,      832,      692,      485,      1109,      791,      406,      1277,      1039,      623,      818,      1082,      470,      1048,      1035,      389,      1246,      905,      548,      1301,      
468,       602,       628,      832,      703,      477,      1102,      792,      406,      1273,      1029,      623,      819,      1081,      470,      1048,      1035,      390,      1246,      905,      548,      1301,      
469,       611,       635,      829,      713,      477,      1092,      794,      405,      1271,      1034,      625,      820,      1081,      470,      1048,      1036,      389,      1247,      905,      549,      1302,      
470,       611,       635,      829,      713,      477,      1092,      794,      405,      1271,      1034,      625,      820,      1081,      470,      1048,      1036,      389,      1247,      905,      549,      1302,      
471,       643,       643,      824,      730,      452,      1075,      797,      403,      1268,      1026,      626,      820,      1080,      470,      1047,      1036,      389,      1248,      904,      549,      1301,      
472,       661,       640,      823,      730,      453,      1072,      798,      403,      1266,      1034,      627,      816,      1080,      470,      1047,      1037,      389,      1248,      904,      549,      1302,      
473,       653,       645,      821,      730,      454,      1070,      799,      402,      1265,      1033,      627,      816,      1080,      470,      1047,      1037,      390,      1248,      904,      549,      1302,      
474,       671,       641,      824,      731,      454,      1066,      800,      402,      1265,      1030,      626,      817,      1080,      470,      1047,      1037,      390,      1248,      904,      549,      1302,      
475,       671,       641,      824,      731,      454,      1066,      800,      402,      1265,      1030,      626,      817,      1080,      470,      1047,      1037,      390,      1248,      904,      549,      1302,      
476,       665,       641,      821,      731,      451,      1060,      802,      401,      1263,      1031,      629,      817,      1079,      469,      1047,      1037,      390,      1248,      904,      549,      1302,      
477,       665,       641,      821,      731,      451,      1060,      802,      401,      1263,      1031,      629,      817,      1079,      469,      1047,      1037,      390,      1248,      904,      549,      1302,      
478,       670,       639,      822,      731,      451,      1058,      802,      401,      1263,      1036,      629,      818,      1079,      469,      1051,      1037,      390,      1248,      904,      549,      1302,      
479,       668,       640,      820,      732,      451,      1056,      802,      401,      1262,      1038,      631,      816,      1079,      469,      1055,      1037,      390,      1249,      904,      549,      1302,      
480,       668,       642,      816,      732,      450,      1055,      802,      401,      1262,      1036,      628,      819,      1079,      469,      1055,      1038,      390,      1249,      904,      549,      1302,      
481,       667,       645,      822,      732,      450,      1055,      803,      401,      1262,      1031,      626,      820,      1079,      469,      1054,      1038,      390,      1249,      904,      550,      1302,      
482,       686,       611,      848,      732,      450,      1055,      803,      401,      1261,      1034,      628,      817,      1078,      469,      1052,      1038,      390,      1249,      904,      550,      1302,      
483,       685,       611,      851,      732,      450,      1055,      803,      401,      1260,      1037,      625,      817,      1078,      469,      1051,      1038,      390,      1249,      904,      550,      1301,      
484,       655,       649,      821,      731,      451,      1055,      803,      401,      1260,      1042,      626,      816,      1079,      469,      1049,      1038,      390,      1249,      904,      550,      1301,      
485,       650,       647,      821,      735,      469,      1081,      802,      401,      1259,      1049,      626,      815,      1079,      469,      1049,      1038,      390,      1249,      904,      550,      1301,      
486,       647,       647,      820,      734,      471,      1082,      802,      401,      1259,      1053,      627,      813,      1082,      472,      1049,      1038,      390,      1249,      904,      551,      1301,      
487,       647,       647,      820,      734,      471,      1082,      802,      401,      1259,      1053,      627,      813,      1082,      472,      1049,      1038,      390,      1249,      904,      551,      1301,      
488,       639,       650,      818,      714,      499,      1022,      802,      401,      1259,      1064,      628,      811,      1083,      472,      1048,      1038,      390,      1249,      904,      551,      1301,      
489,       622,       645,      825,      724,      476,      1085,      802,      401,      1259,      1084,      625,      813,      1095,      473,      1047,      1037,      393,      1248,      904,      551,      1301,      
490,       622,       645,      825,      724,      476,      1085,      802,      401,      1259,      1084,      625,      813,      1095,      473,      1047,      1037,      393,      1248,      904,      551,      1301,      
491,       609,       648,      827,      720,      478,      1086,      802,      401,      1259,      1099,      627,      810,      1101,      474,      1050,      1036,      394,      1247,      904,      552,      1301,      
492,       599,       634,      838,      715,      481,      1091,      801,      401,      1259,      1125,      628,      807,      1105,      475,      1049,      1036,      395,      1247,      904,      552,      1301,      
493,       572,       652,      824,      674,      492,      1040,      800,      402,      1260,      1136,      618,      813,      1118,      467,      1049,      1036,      396,      1247,      904,      552,      1300,      
494,       551,       646,      834,      692,      488,      1105,      799,      402,      1261,      1142,      618,      813,      1123,      464,      1047,      1038,      398,      1247,      904,      552,      1300,      
495,       532,       650,      836,      689,      489,      1105,      797,      403,      1262,      1197,      642,      809,      1136,      444,      1044,      1039,      400,      1248,      904,      553,      1300,      
496,       515,       646,      843,      681,      491,      1105,      796,      403,      1264,      1221,      645,      810,      1139,      455,      1054,      1040,      401,      1248,      904,      553,      1300,      
497,       486,       649,      847,      672,      492,      1107,      794,      402,      1266,      1251,      647,      816,      1147,      456,      1047,      1042,      403,      1249,      904,      553,      1300,      
498,       468,       647,      853,      666,      492,      1110,      792,      402,      1269,      1265,      650,      816,      1153,      460,      1046,      1045,      405,      1251,      904,      553,      1300,      
499,       459,       649,      856,      658,      493,      1111,      789,      402,      1271,      1295,      653,      827,      1157,      434,      1080,      1046,      405,      1252,      905,      553,      1300,      
500,       459,       649,      856,      658,      493,      1111,      789,      402,      1271,      1295,      653,      827,      1157,      434,      1080,      1046,      405,      1252,      905,      553,      1300,      
501,       456,       642,      866,      651,      494,      1113,      786,      402,      1273,      1310,      652,      832,      1176,      489,      1072,      1047,      404,      1254,      905,      553,      1300,      
502,       427,       650,      876,      644,      494,      1115,      784,      402,      1275,      1322,      654,      834,      1174,      518,      1138,      1048,      404,      1255,      905,      553,      1300,      
503,       412,       651,      883,      639,      495,      1117,      783,      402,      1277,      1327,      645,      845,      1197,      543,      1090,      1049,      404,      1256,      905,      553,      1299,      
504,       394,       657,      907,      630,      496,      1128,      781,      402,      1278,      1362,      651,      865,      1192,      523,      1142,      1052,      405,      1259,      905,      552,      1299,      
505,       394,       657,      907,      630,      496,      1128,      781,      402,      1278,      1362,      651,      865,      1192,      523,      1142,      1052,      405,      1259,      905,      552,      1299,      
506,       392,       654,      918,      627,      496,      1134,      780,      402,      1279,      1384,      663,      867,      1193,      523,      1142,      1054,      405,      1260,      906,      552,      1299,      
507,       380,       660,      924,      626,      497,      1140,      780,      402,      1280,      1390,      666,      873,      1196,      524,      1142,      1055,      405,      1261,      906,      552,      1299,      
508,       385,       656,      930,      625,      496,      1143,      779,      402,      1281,      1395,      667,      879,      1197,      525,      1142,      1055,      406,      1261,      906,      552,      1299,      
509,       381,       657,      934,      624,      496,      1143,      779,      402,      1282,      1391,      664,      888,      1200,      526,      1143,      1056,      406,      1262,      906,      552,      1299,      
510,       381,       649,      946,      623,      496,      1145,      778,      402,      1282,      1398,      672,      896,      1203,      527,      1143,      1057,      406,      1262,      906,      552,      1299,      
511,       374,       653,      948,      621,      496,      1146,      778,      402,      1283,      1403,      678,      905,      1204,      528,      1144,      1058,      406,      1262,      906,      552,      1299,      
512,       374,       653,      948,      621,      496,      1146,      778,      402,      1283,      1403,      678,      905,      1204,      528,      1144,      1058,      406,      1262,      906,      552,      1299,      
513,       376,       652,      957,      617,      498,      1157,      777,      403,      1285,      1410,      685,      914,      1208,      530,      1146,      1058,      407,      1263,      906,      552,      1298,      
514,       376,       652,      961,      616,      500,      1161,      776,      403,      1285,      1413,      686,      916,      1208,      530,      1147,      1059,      407,      1264,      906,      552,      1298,      
515,       375,       653,      963,      616,      500,      1162,      775,      403,      1286,      1415,      687,      916,      1209,      530,      1148,      1059,      407,      1264,      906,      552,      1298,      
516,       376,       653,      962,      615,      500,      1162,      775,      403,      1286,      1415,      686,      916,      1209,      530,      1149,      1059,      407,      1265,      906,      552,      1298,      
517,       372,       656,      958,      615,      500,      1163,      775,      403,      1287,      1420,      687,      914,      1210,      530,      1150,      1060,      407,      1265,      906,      552,      1298,      
518,       373,       653,      959,      615,      500,      1163,      774,      403,      1287,      1422,      687,      913,      1210,      530,      1150,      1060,      407,      1266,      906,      552,      1298,      
519,       372,       652,      959,      615,      500,      1163,      774,      403,      1288,      1422,      685,      908,      1210,      530,      1150,      1060,      407,      1266,      906,      552,      1298,      
520,       367,       659,      952,      615,      500,      1162,      774,      403,      1288,      1424,      684,      908,      1210,      530,      1151,      1060,      407,      1266,      906,      552,      1298,      
521,       371,       651,      957,      615,      500,      1162,      774,      403,      1288,      1420,      681,      905,      1210,      530,      1151,      1060,      407,      1267,      906,      552,      1298,      
522,       366,       660,      949,      615,      500,      1162,      774,      403,      1289,      1416,      678,      901,      1210,      529,      1151,      1060,      407,      1267,      906,      552,      1298,      
523,       366,       660,      949,      615,      500,      1162,      774,      403,      1289,      1416,      678,      901,      1210,      529,      1151,      1060,      407,      1267,      906,      552,      1298,      
524,       370,       657,      950,      616,      500,      1162,      774,      403,      1289,      1414,      678,      893,      1210,      529,      1150,      1060,      407,      1267,      906,      552,      1298,      
525,       376,       651,      955,      616,      500,      1162,      774,      403,      1289,      1409,      677,      891,      1210,      529,      1150,      1060,      407,      1267,      906,      552,      1298,      
526,       374,       657,      949,      616,      500,      1162,      773,      404,      1290,      1408,      675,      893,      1209,      529,      1150,      1060,      407,      1267,      906,      552,      1299,      
527,       380,       651,      951,      617,      500,      1163,      773,      404,      1290,      1401,      671,      893,      1209,      529,      1149,      1060,      407,      1267,      906,      552,      1299,      
528,       378,       653,      948,      618,      500,      1165,      773,      404,      1290,      1401,      671,      891,      1209,      529,      1149,      1060,      407,      1267,      906,      552,      1299,      
529,       380,       650,      946,      618,      500,      1165,      773,      404,      1290,      1400,      671,      885,      1208,      529,      1148,      1060,      407,      1267,      906,      552,      1299,      
530,       379,       650,      942,      618,      499,      1164,      773,      404,      1290,      1400,      672,      883,      1205,      528,      1148,      1060,      407,      1267,      906,      552,      1299,      
531,       386,       642,      945,      619,      499,      1163,      773,      404,      1290,      1397,      668,      882,      1205,      527,      1146,      1060,      407,      1267,      906,      552,      1299,      
532,       384,       645,      937,      619,      499,      1163,      773,      404,      1290,      1397,      669,      876,      1205,      527,      1145,      1060,      407,      1267,      906,      552,      1299,      
533,       384,       645,      937,      619,      499,      1163,      773,      404,      1290,      1397,      669,      876,      1205,      527,      1145,      1060,      407,      1267,      906,      552,      1299,      
534,       389,       639,      935,      620,      498,      1162,      774,      404,      1290,      1394,      666,      872,      1204,      527,      1144,      1060,      407,      1267,      906,      552,      1299,      
535,       384,       643,      927,      620,      498,      1160,      774,      404,      1290,      1387,      664,      868,      1203,      526,      1144,      1059,      407,      1267,      906,      552,      1299,      
536,       390,       636,      928,      621,      497,      1159,      774,      404,      1290,      1386,      662,      864,      1202,      526,      1142,      1059,      407,      1266,      906,      552,      1299,      
537,       392,       633,      926,      622,      496,      1156,      774,      404,      1290,      1382,      660,      861,      1201,      525,      1141,      1059,      407,      1266,      906,      552,      1299,      
538,       392,       633,      926,      622,      496,      1156,      774,      404,      1290,      1382,      660,      861,      1201,      525,      1141,      1059,      407,      1266,      906,      552,      1299,      
539,       392,       637,      918,      622,      496,      1155,      774,      404,      1290,      1375,      656,      860,      1200,      525,      1141,      1058,      407,      1266,      906,      552,      1299,      
540,       392,       637,      918,      623,      495,      1153,      774,      404,      1290,      1370,      654,      856,      1198,      524,      1139,      1057,      406,      1266,      906,      552,      1300,      
541,       392,       637,      918,      623,      495,      1153,      774,      404,      1290,      1370,      654,      856,      1198,      524,      1139,      1057,      406,      1266,      906,      552,      1300,      
542,       392,       641,      917,      623,      495,      1153,      774,      404,      1290,      1376,      657,      857,      1192,      491,      1087,      1057,      406,      1265,      906,      552,      1300,      
543,       395,       646,      912,      623,      496,      1150,      775,      404,      1290,      1367,      655,      856,      1191,      492,      1086,      1057,      406,      1265,      907,      552,      1300,      
544,       395,       646,      912,      623,      496,      1150,      775,      404,      1290,      1367,      655,      856,      1191,      492,      1086,      1057,      406,      1265,      907,      552,      1300,      
545,       392,       650,      915,      624,      496,      1149,      775,      404,      1290,      1356,      649,      855,      1187,      527,      1133,      1056,      406,      1265,      907,      552,      1300,      
546,       398,       648,      915,      624,      497,      1148,      775,      404,      1290,      1366,      662,      854,      1191,      495,      1084,      1056,      406,      1264,      907,      552,      1300,      
547,       398,       655,      911,      625,      498,      1148,      775,      404,      1290,      1341,      645,      855,      1184,      531,      1135,      1056,      405,      1264,      907,      552,      1300,      
548,       406,       654,      911,      626,      499,      1146,      775,      404,      1290,      1356,      664,      851,      1185,      496,      1083,      1056,      405,      1263,      907,      552,      1300,      
549,       402,       661,      909,      626,      500,      1144,      776,      404,      1290,      1350,      664,      842,      1185,      496,      1083,      1055,      405,      1263,      907,      552,      1300,      
550,       405,       659,      903,      627,      501,      1140,      776,      405,      1289,      1338,      662,      836,      1184,      496,      1082,      1055,      405,      1262,      907,      553,      1300,      
551,       408,       655,      889,      629,      501,      1133,      777,      405,      1289,      1320,      660,      828,      1182,      497,      1078,      1055,      406,      1262,      907,      553,      1300,      
552,       416,       648,      878,      631,      500,      1127,      777,      405,      1288,      1309,      654,      810,      1178,      498,      1075,      1054,      406,      1261,      907,      553,      1300,      
553,       432,       641,      866,      635,      499,      1124,      779,      405,      1286,      1283,      652,      803,      1167,      492,      1057,      1053,      406,      1259,      907,      553,      1300,      
554,       451,       637,      854,      638,      497,      1118,      780,      405,      1285,      1269,      645,      790,      1157,      486,      1051,      1052,      407,      1257,      907,      553,      1300,      
555,       460,       635,      850,      643,      494,      1112,      782,      404,      1283,      1248,      634,      783,      1143,      470,      1036,      1051,      407,      1256,      907,      553,      1300,      
556,       478,       634,      835,      651,      492,      1110,      784,      404,      1281,      1200,      620,      798,      1138,      472,      1033,      1048,      407,      1253,      907,      553,      1300,      
557,       489,       630,      831,      657,      489,      1106,      786,      404,      1278,      1190,      630,      779,      1130,      476,      1033,      1046,      407,      1249,      907,      553,      1300,      
558,       514,       628,      828,      664,      486,      1101,      789,      404,      1275,      1167,      628,      784,      1128,      469,      1029,      1043,      404,      1247,      907,      553,      1300,      
559,       529,       625,      822,      671,      484,      1097,      790,      404,      1274,      1148,      622,      780,      1118,      468,      1036,      1041,      402,      1245,      907,      553,      1300,      
560,       543,       620,      817,      682,      480,      1095,      791,      403,      1272,      1120,      614,      783,      1112,      466,      1038,      1038,      399,      1245,      907,      553,      1300,      
561,       564,       619,      812,      692,      476,      1095,      793,      402,      1269,      1104,      611,      784,      1104,      463,      1041,      1036,      397,      1245,      907,      553,      1299,      
562,       584,       615,      808,      699,      474,      1095,      794,      401,      1267,      1065,      600,      793,      1096,      459,      1045,      1035,      394,      1246,      907,      553,      1299,      
563,       626,       591,      828,      706,      471,      1093,      796,      401,      1266,      1046,      587,      796,      1089,      455,      1047,      1036,      392,      1247,      907,      553,      1299,      
564,       633,       593,      823,      702,      469,      1016,      797,      400,      1264,      1031,      591,      794,      1082,      450,      1045,      1036,      390,      1247,      906,      553,      1299,      
565,       640,       589,      822,      733,      457,      1078,      799,      399,      1263,      1015,      588,      795,      1075,      447,      1041,      1037,      388,      1248,      906,      553,      1299,      
566,       659,       603,      804,      732,      424,      1041,      800,      398,      1261,      1002,      588,      793,      1065,      440,      1043,      1043,      389,      1244,      905,      551,      1297,      
567,       667,       610,      797,      739,      433,      1050,      799,      397,      1260,      1001,      586,      794,      1062,      438,      1043,      1046,      390,      1243,      904,      550,      1296,      
568,       671,       608,      801,      747,      449,      1062,      799,      397,      1260,      993,      588,      794,      1059,      435,      1045,      1047,      390,      1242,      903,      550,      1295,      
569,       679,       611,      796,      748,      448,      1061,      798,      397,      1260,      990,      586,      795,      1056,      433,      1045,      1048,      391,      1241,      903,      549,      1295,      
570,       674,       608,      806,      745,      437,      1040,      798,      397,      1260,      988,      585,      798,      1055,      432,      1044,      1049,      391,      1241,      903,      549,      1294,      
571,       674,       608,      806,      745,      437,      1040,      798,      397,      1260,      988,      585,      798,      1055,      432,      1044,      1049,      391,      1241,      903,      549,      1294,      
572,       679,       612,      809,      744,      436,      1038,      798,      396,      1260,      989,      580,      797,      1053,      434,      1043,      1049,      391,      1240,      902,      548,      1294,      
573,       684,       618,      812,      747,      437,      1045,      798,      396,      1260,      982,      578,      794,      1052,      432,      1043,      1050,      392,      1240,      902,      548,      1293,      
574,       684,       618,      812,      747,      437,      1045,      798,      396,      1260,      982,      578,      794,      1052,      432,      1043,      1050,      392,      1240,      902,      548,      1293,      
575,       679,       620,      815,      747,      436,      1045,      798,      396,      1260,      987,      578,      794,      1052,      432,      1043,      1050,      392,      1240,      902,      548,      1293,      
576,       684,       628,      817,      748,      436,      1049,      798,      396,      1260,      985,      580,      797,      1050,      432,      1039,      1050,      392,      1240,      902,      548,      1293,      
577,       680,       625,      815,      752,      448,      1061,      798,      396,      1260,      992,      581,      797,      1050,      432,      1037,      1051,      392,      1240,      902,      547,      1293,      
578,       677,       625,      814,      751,      446,      1060,      798,      396,      1259,      987,      578,      800,      1050,      430,      1041,      1051,      392,      1240,      902,      547,      1293,      
579,       684,       626,      814,      749,      437,      1055,      798,      396,      1259,      988,      590,      794,      1050,      430,      1041,      1051,      392,      1240,      902,      547,      1293,      
580,       678,       623,      816,      749,      438,      1056,      803,      394,      1258,      987,      583,      800,      1050,      429,      1045,      1049,      391,      1242,      902,      547,      1294,      
581,       679,       625,      810,      746,      437,      1047,      802,      394,      1258,      994,      584,      799,      1050,      429,      1046,      1050,      391,      1242,      902,      547,      1294,      
582,       674,       622,      813,      746,      436,      1048,      805,      394,      1258,      994,      583,      800,      1050,      428,      1047,      1047,      391,      1243,      902,      547,      1295,      
583,       674,       622,      813,      746,      436,      1048,      805,      394,      1258,      994,      583,      800,      1050,      428,      1047,      1047,      391,      1243,      902,      547,      1295,      
584,       674,       617,      810,      750,      451,      1063,      805,      394,      1257,      999,      584,      801,      1050,      428,      1048,      1046,      390,      1245,      902,      547,      1296,      
585,       673,       616,      813,      749,      449,      1060,      807,      393,      1258,      997,      593,      791,      1050,      428,      1048,      1045,      389,      1246,      903,      547,      1297,      
586,       677,       618,      813,      749,      447,      1058,      808,      393,      1258,      997,      584,      804,      1050,      428,      1048,      1045,      387,      1249,      903,      547,      1297,      
587,       669,       618,      813,      749,      447,      1057,      808,      393,      1257,      996,      585,      799,      1050,      428,      1048,      1045,      387,      1249,      903,      547,      1298,      
588,       676,       621,      811,      745,      442,      1039,      809,      393,      1257,      991,      584,      801,      1050,      428,      1048,      1044,      387,      1249,      903,      547,      1298,      
589,       686,       622,      808,      745,      439,      1039,      809,      393,      1257,      994,      593,      795,      1049,      429,      1042,      1044,      387,      1249,      903,      547,      1298,      
590,       682,       621,      813,      746,      436,      1043,      810,      393,      1257,      994,      593,      794,      1049,      429,      1044,      1044,      387,      1249,      903,      547,      1299,      
591,       677,       620,      813,      746,      435,      1044,      805,      393,      1257,      991,      584,      802,      1048,      430,      1040,      1046,      389,      1246,      903,      547,      1298,      
592,       687,       624,      808,      744,      436,      1039,      806,      393,      1257,      987,      584,      803,      1049,      429,      1044,      1045,      388,      1247,      903,      547,      1298,      
593,       684,       622,      812,      745,      439,      1035,      807,      393,      1257,      994,      593,      795,      1048,      430,      1040,      1044,      388,      1247,      903,      547,      1298,      
594,       675,       620,      813,      745,      436,      1038,      808,      393,      1256,      994,      595,      796,      1049,      429,      1042,      1045,      388,      1248,      903,      547,      1299,      
595,       684,       624,      810,      746,      442,      1038,      808,      393,      1256,      994,      595,      793,      1049,      428,      1044,      1045,      388,      1248,      903,      547,      1299,      
596,       679,       623,      806,      744,      443,      1032,      804,      393,      1257,      990,      586,      806,      1050,      428,      1045,      1046,      389,      1245,      903,      547,      1298,      
597,       679,       623,      809,      743,      443,      1032,      806,      393,      1257,      986,      585,      804,      1050,      428,      1045,      1045,      389,      1246,      903,      546,      1299,      
598,       679,       623,      809,      743,      443,      1032,      806,      393,      1257,      986,      585,      804,      1050,      428,      1045,      1045,      389,      1246,      903,      546,      1299,      
599,       678,       623,      811,      742,      441,      1033,      807,      393,      1256,      996,      589,      804,      1050,      428,      1046,      1043,      389,      1246,      903,      547,      1299,      
600,       675,       621,      811,      742,      438,      1034,      804,      393,      1256,      994,      588,      804,      1050,      428,      1046,      1044,      389,      1244,      902,      546,      1298,      
601,       666,       620,      807,      738,      439,      1027,      801,      394,      1257,      1003,      592,      801,      1051,      428,      1045,      1046,      390,      1243,      902,      546,      1297,      
602,       662,       619,      812,      741,      435,      1039,      800,      394,      1257,      1005,      591,      802,      1051,      428,      1044,      1046,      391,      1242,      902,      546,      1297,      
603,       652,       617,      812,      749,      463,      1075,      799,      394,      1257,      1014,      589,      801,      1053,      428,      1043,      1047,      391,      1242,      901,      546,      1296,      
604,       652,       619,      812,      746,      454,      1071,      798,      394,      1257,      1011,      591,      799,      1055,      429,      1041,      1047,      391,      1242,      901,      546,      1295,      
605,       641,       621,      811,      720,      444,      1021,      800,      394,      1257,      1021,      590,      801,      1060,      432,      1041,      1041,      386,      1247,      901,      546,      1296,      
606,       632,       622,      811,      719,      439,      1029,      801,      394,      1257,      1036,      588,      798,      1068,      438,      1039,      1039,      386,      1248,      901,      546,      1296,      
607,       651,       590,      830,      713,      460,      1028,      796,      396,      1257,      1050,      584,      796,      1075,      439,      1038,      1040,      387,      1246,      901,      547,      1296,      
608,       609,       625,      812,      715,      470,      1086,      794,      396,      1257,      1072,      585,      798,      1083,      439,      1033,      1041,      388,      1245,      901,      547,      1295,      
